WindCodes,IPO_DATE,MKT
688221.SH,2020/10/28,科创板
688222.SH,2020/4/16,科创板
688228.SH,2020/3/27,科创板
688229.SH,2020/8/17,科创板
688233.SH,2020/2/21,科创板
688256.SH,2020/7/20,科创板
688258.SH,2019/12/9,科创板
688266.SH,2020/1/23,科创板
688268.SH,2019/12/26,科创板
688277.SH,2020/7/7,科创板
688278.SH,2020/1/17,科创板
688286.SH,2020/8/10,科创板
688288.SH,2019/11/6,科创板
688289.SH,2020/8/28,科创板
688298.SH,2020/2/5,科创板
688299.SH,2019/11/6,科创板
688300.SH,2019/11/15,科创板
688301.SH,2020/9/18,科创板
688308.SH,2020/12/10,科创板
688309.SH,2020/7/14,科创板
688310.SH,2019/12/3,科创板
688311.SH,2020/7/31,科创板
688312.SH,2020/6/8,科创板
688313.SH,2020/8/12,科创板
688316.SH,2021/3/16,科创板
688317.SH,2021/1/18,科创板
688318.SH,2020/4/27,科创板
688321.SH,2019/8/12,科创板
688328.SH,2021/3/9,科创板
688330.SH,2020/10/15,科创板
688333.SH,2019/7/22,科创板
688335.SH,2020/8/17,科创板
688336.SH,2020/7/22,科创板
688338.SH,2020/8/6,科创板
688339.SH,2020/8/10,科创板
688350.SH,2021/1/28,科创板
688356.SH,2020/8/26,科创板
688357.SH,2019/12/4,科创板
688358.SH,2019/12/3,科创板
688360.SH,2020/6/2,科创板
688363.SH,2019/11/6,科创板
688365.SH,2020/4/29,科创板
688366.SH,2019/10/30,科创板
688368.SH,2019/10/14,科创板
688369.SH,2019/10/31,科创板
688377.SH,2020/7/8,科创板
688378.SH,2020/9/3,科创板
688379.SH,2020/8/19,科创板
688386.SH,2020/10/16,科创板
688388.SH,2019/7/22,科创板
688389.SH,2019/11/5,科创板
688390.SH,2020/9/4,科创板
688393.SH,2020/8/20,科创板
688396.SH,2020/2/27,科创板
688398.SH,2020/2/11,科创板
688399.SH,2019/12/5,科创板
688408.SH,2020/8/28,科创板
688418.SH,2020/7/22,科创板
688456.SH,2021/3/17,科创板
688466.SH,2020/5/8,科创板
688488.SH,2020/7/20,科创板
688500.SH,2020/7/16,科创板
688505.SH,2020/6/19,科创板
688508.SH,2020/7/22,科创板
688510.SH,2020/12/16,科创板
688513.SH,2020/9/2,科创板
688516.SH,2020/5/21,科创板
688518.SH,2020/6/22,科创板
688519.SH,2020/8/18,科创板
688520.SH,2020/6/22,科创板
688521.SH,2020/8/18,科创板
688526.SH,2020/9/22,科创板
688528.SH,2020/7/1,科创板
688529.SH,2020/11/9,科创板
688536.SH,2020/9/21,科创板
688550.SH,2020/9/2,科创板
688551.SH,2020/9/10,科创板
688555.SH,2020/6/23,科创板
688556.SH,2020/8/7,科创板
688557.SH,2020/12/2,科创板
688558.SH,2020/6/30,科创板
688559.SH,2020/9/9,科创板
688560.SH,2020/12/24,科创板
688561.SH,2020/7/22,科创板
688566.SH,2020/5/18,科创板
688567.SH,2020/7/17,科创板
688568.SH,2020/7/8,科创板
688569.SH,2020/8/31,科创板
688571.SH,2020/12/11,科创板
688577.SH,2020/9/16,科创板
688578.SH,2020/12/2,科创板
688579.SH,2020/7/17,科创板
688580.SH,2020/7/21,科创板
688585.SH,2020/9/28,科创板
688586.SH,2020/7/31,科创板
688588.SH,2020/5/11,科创板
688589.SH,2020/7/22,科创板
688590.SH,2020/12/7,科创板
688595.SH,2020/9/28,科创板
688596.SH,2020/8/20,科创板
688598.SH,2020/5/18,科创板
688599.SH,2020/6/10,科创板
688600.SH,2020/7/3,科创板
688607.SH,2021/2/1,科创板
688608.SH,2020/12/16,科创板
688609.SH,2021/3/23,科创板
688616.SH,2021/3/18,科创板
688617.SH,2021/1/7,科创板
688618.SH,2020/12/30,科创板
688619.SH,2021/2/23,科创板
688628.SH,2021/2/1,科创板
688633.SH,2021/3/24,科创板
688656.SH,2021/1/13,科创板
688658.SH,2020/12/24,科创板
688665.SH,2021/2/9,科创板
688667.SH,2021/3/12,科创板
688668.SH,2020/12/21,科创板
688669.SH,2021/1/25,科创板
688676.SH,2021/3/9,科创板
688677.SH,2021/2/26,科创板
688678.SH,2020/12/23,科创板
688679.SH,2020/12/25,科创板
688680.SH,2021/1/22,科创板
688686.SH,2020/12/31,科创板
688687.SH,2021/2/8,科创板
688689.SH,2021/1/27,科创板
688696.SH,2021/3/3,科创板
688698.SH,2020/12/29,科创板
688699.SH,2020/12/18,科创板
688777.SH,2020/11/24,科创板
688788.SH,2020/10/22,科创板
688819.SH,2021/1/18,科创板
688981.SH,2020/7/16,科创板
689009.SH,2020/10/29,科创板
